Temperature,pH,Time
24.44,6.68,9/17/2024 16:36
24.44,6.67,9/17/2024 16:36
24.44,6.66,9/17/2024 16:37
24.44,6.68,9/17/2024 16:38
24.44,6.68,9/17/2024 16:39
24.38,6.7,9/17/2024 16:40
24.44,6.68,9/17/2024 16:41
24.44,6.7,9/17/2024 16:42
24.38,6.71,9/17/2024 16:43
24.44,6.68,9/17/2024 16:44
24.31,6.68,9/17/2024 16:45
24.31,6.71,9/17/2024 16:45
24.38,6.66,9/17/2024 16:46
24.38,6.67,9/17/2024 16:47
24.31,6.68,9/17/2024 16:48
24.31,6.68,9/17/2024 16:49
24.31,6.68,9/17/2024 16:50
24.25,6.66,9/17/2024 16:51
24.31,6.66,9/17/2024 16:52
24.25,6.67,9/17/2024 16:53
24.25,6.7,9/17/2024 16:54
24.25,6.68,9/17/2024 16:55
24.25,6.68,9/17/2024 16:55
24.25,6.66,9/17/2024 16:56
24.25,6.68,9/17/2024 16:57
24.19,6.66,9/17/2024 16:58
24.25,6.66,9/17/2024 16:59
24.19,6.66,9/17/2024 17:00
24.19,6.66,9/17/2024 17:01
24.19,6.67,9/17/2024 17:02
24.19,6.66,9/17/2024 17:03
24.19,6.67,9/17/2024 17:04
24.13,6.66,9/17/2024 17:05
24.13,6.66,9/17/2024 17:05
24.13,6.66,9/17/2024 17:06
24.13,6.66,9/17/2024 17:07
24.13,6.66,9/17/2024 17:08
24.13,6.66,9/17/2024 17:09
24.13,6.66,9/17/2024 17:10
24.06,6.65,9/17/2024 17:11
24,6.66,9/17/2024 17:12
24,6.66,9/17/2024 17:13
24.06,6.66,9/17/2024 17:14
24.06,6.66,9/17/2024 17:15
24,6.67,9/17/2024 17:16
24,6.66,9/17/2024 17:16
24,6.66,9/17/2024 17:17
24,6.66,9/17/2024 17:18
24,6.68,9/17/2024 17:19
24.06,6.65,9/17/2024 17:20
23.94,6.66,9/17/2024 17:21
23.94,6.65,9/17/2024 17:22
23.94,6.68,9/17/2024 17:23
23.94,6.65,9/17/2024 17:24
23.94,6.68,9/17/2024 17:25
23.94,6.65,9/17/2024 17:26
23.94,6.66,9/17/2024 17:26
23.88,6.66,9/17/2024 17:27
23.94,6.66,9/17/2024 17:28
23.88,6.66,9/17/2024 17:29
23.88,6.65,9/17/2024 17:30
23.88,6.62,9/17/2024 17:31
23.81,6.66,9/17/2024 17:32
23.81,6.66,9/17/2024 17:33
23.81,6.66,9/17/2024 17:34
23.81,6.64,9/17/2024 17:35
23.81,6.66,9/17/2024 17:35
23.81,6.66,9/17/2024 17:36
23.75,6.65,9/17/2024 17:37
23.81,6.66,9/17/2024 17:38
23.81,6.66,9/17/2024 17:39
23.75,6.66,9/17/2024 17:40
23.69,6.66,9/17/2024 17:41
23.75,6.66,9/17/2024 17:42
23.75,6.65,9/17/2024 17:43
23.75,6.63,9/17/2024 17:44
23.69,6.66,9/17/2024 17:44
23.75,6.65,9/17/2024 17:45
23.69,6.64,9/17/2024 17:46
23.69,6.65,9/17/2024 17:47
23.69,6.65,9/17/2024 17:48
23.69,6.65,9/17/2024 17:49
23.69,6.66,9/17/2024 17:50
23.69,6.65,9/17/2024 17:51
23.69,6.65,9/17/2024 17:52
23.69,6.66,9/17/2024 17:53
23.69,6.68,9/17/2024 17:54
23.69,6.68,9/17/2024 17:55
23.63,6.65,9/17/2024 17:55
23.63,6.61,9/17/2024 17:56
23.63,6.64,9/17/2024 17:57
23.63,6.64,9/17/2024 17:58
23.63,6.64,9/17/2024 17:59
23.63,6.66,9/17/2024 18:00
23.63,6.66,9/17/2024 18:01
23.63,6.62,9/17/2024 18:02
23.56,6.64,9/17/2024 18:03
23.56,6.62,9/17/2024 18:04
23.56,6.65,9/17/2024 18:05
23.5,6.66,9/17/2024 18:06
23.56,6.65,9/17/2024 18:07
23.56,6.64,9/17/2024 18:08
23.56,6.66,9/17/2024 18:08
23.5,6.65,9/17/2024 18:09
23.5,6.64,9/17/2024 18:10
23.5,6.65,9/17/2024 18:11
23.5,6.65,9/17/2024 18:12
23.5,6.65,9/17/2024 18:13
23.44,6.62,9/17/2024 18:14
23.5,6.66,9/17/2024 18:15
23.44,6.65,9/17/2024 18:16
23.44,6.66,9/17/2024 18:17
23.44,6.65,9/17/2024 18:18
23.44,6.62,9/17/2024 18:19
23.44,6.66,9/17/2024 18:19
23.38,6.65,9/17/2024 18:20
23.5,6.65,9/17/2024 18:21
23.44,6.65,9/17/2024 18:22
23.44,6.65,9/17/2024 18:23
23.44,6.64,9/17/2024 18:24
23.44,6.64,9/17/2024 18:25
23.44,6.65,9/17/2024 18:26
23.44,6.62,9/17/2024 18:27
23.44,6.64,9/17/2024 18:28
23.44,6.63,9/17/2024 18:29
23.38,6.62,9/17/2024 18:29
23.38,6.62,9/17/2024 18:30
23.44,6.64,9/17/2024 18:31
23.38,6.64,9/17/2024 18:32
23.38,6.64,9/17/2024 18:33
23.38,6.61,9/17/2024 18:34
23.38,6.63,9/17/2024 18:35
23.31,6.62,9/17/2024 18:36
23.31,6.62,9/17/2024 18:37
23.31,6.63,9/17/2024 18:38
23.31,6.64,9/17/2024 18:39
23.31,6.62,9/17/2024 18:40
23.31,6.62,9/17/2024 18:41
23.31,6.62,9/17/2024 18:42
23.31,6.64,9/17/2024 18:43
23.31,6.62,9/17/2024 18:44
23.31,6.61,9/17/2024 18:45
23.31,6.62,9/17/2024 18:46
23.31,6.61,9/17/2024 18:47
23.25,6.61,9/17/2024 18:47
23.31,6.65,9/17/2024 18:48
23.31,6.62,9/17/2024 18:49
23.31,6.62,9/17/2024 18:50
23.25,6.65,9/17/2024 18:51
23.25,6.63,9/17/2024 18:52
23.25,6.6,9/17/2024 18:53
23.25,6.63,9/17/2024 18:54
23.25,6.62,9/17/2024 18:55
23.25,6.64,9/17/2024 18:56
23.19,6.61,9/17/2024 18:56
23.19,6.62,9/17/2024 18:57
23.19,6.64,9/17/2024 18:58
23.19,6.62,9/17/2024 18:59
23.19,6.64,9/17/2024 19:00
23.19,6.6,9/17/2024 19:01
23.19,6.62,9/17/2024 19:02
23.13,6.64,9/17/2024 19:03
23.13,6.6,9/17/2024 19:04
23.19,6.62,9/17/2024 19:05
23.19,6.64,9/17/2024 19:05
23.19,6.62,9/17/2024 19:06
23.13,6.61,9/17/2024 19:07
23.13,6.64,9/17/2024 19:08
23.13,6.62,9/17/2024 19:09
23.13,6.56,9/17/2024 19:10
23.13,6.61,9/17/2024 19:11
23.13,6.61,9/17/2024 19:12
23.13,6.61,9/17/2024 19:13
23.06,6.64,9/17/2024 19:13
23.06,6.61,9/17/2024 19:14
23.06,6.65,9/17/2024 19:15
23.13,6.6,9/17/2024 19:16
23.06,6.62,9/17/2024 19:17
23.06,6.61,9/17/2024 19:18
23.06,6.61,9/17/2024 19:19
23,6.6,9/17/2024 19:20
23,6.64,9/17/2024 19:21
23,6.62,9/17/2024 19:22
23,6.61,9/17/2024 19:22
22.94,6.61,9/17/2024 19:23
23,6.63,9/17/2024 19:24
23,6.63,9/17/2024 19:25
23,6.61,9/17/2024 19:26
23,6.6,9/17/2024 19:27
23,6.62,9/17/2024 19:28
23,6.59,9/17/2024 19:29
22.94,6.61,9/17/2024 19:30
23,6.6,9/17/2024 19:31
23,6.61,9/17/2024 19:31
22.94,6.61,9/17/2024 19:32
23,6.62,9/17/2024 19:33
22.94,6.59,9/17/2024 19:34
22.94,6.6,9/17/2024 19:35
22.94,6.57,9/17/2024 19:36
22.94,6.62,9/17/2024 19:37
22.94,6.62,9/17/2024 19:38
22.94,6.6,9/17/2024 19:39
22.88,6.6,9/17/2024 19:39
22.88,6.61,9/17/2024 19:40
22.88,6.6,9/17/2024 19:41
22.88,6.56,9/17/2024 19:42
22.81,6.59,9/17/2024 19:43
22.81,6.62,9/17/2024 19:44
22.88,6.62,9/17/2024 19:45
22.88,6.61,9/17/2024 19:46
22.81,6.6,9/17/2024 19:47
22.81,6.61,9/17/2024 19:47
22.88,6.61,9/17/2024 19:48
22.81,6.61,9/17/2024 19:49
22.81,6.59,9/17/2024 19:50
22.81,6.61,9/17/2024 19:51
22.75,6.61,9/17/2024 19:52
22.81,6.57,9/17/2024 19:53
22.81,6.61,9/17/2024 19:54
22.81,6.61,9/17/2024 19:55
22.81,6.6,9/17/2024 19:56
22.75,6.59,9/17/2024 19:56
22.81,6.59,9/17/2024 19:57
22.75,6.61,9/17/2024 19:58
22.75,6.6,9/17/2024 19:59
22.75,6.6,9/17/2024 20:00
22.75,6.62,9/17/2024 20:01
22.75,6.6,9/17/2024 20:02
22.75,6.59,9/17/2024 20:03
22.75,6.6,9/17/2024 20:04
22.69,6.6,9/17/2024 20:05
22.69,6.61,9/17/2024 20:05
22.75,6.59,9/17/2024 20:06
22.69,6.61,9/17/2024 20:07
22.69,6.6,9/17/2024 20:08
22.69,6.6,9/17/2024 20:09
22.69,6.61,9/17/2024 20:10
22.69,6.6,9/17/2024 20:11
22.75,6.61,9/17/2024 20:12
22.69,6.61,9/17/2024 20:13
22.69,6.61,9/17/2024 20:14
22.75,6.62,9/17/2024 20:14
22.63,6.64,9/17/2024 20:15
22.69,6.57,9/17/2024 20:16
22.69,6.61,9/17/2024 20:17
22.63,6.6,9/17/2024 20:18
22.63,6.57,9/17/2024 20:19
22.63,6.6,9/17/2024 20:20
22.63,6.61,9/17/2024 20:21
22.63,6.62,9/17/2024 20:22
22.63,6.61,9/17/2024 20:22
22.63,6.61,9/17/2024 20:23
22.63,6.59,9/17/2024 20:24
22.63,6.59,9/17/2024 20:25
22.63,6.61,9/17/2024 20:26
22.63,6.59,9/17/2024 20:27
22.63,6.6,9/17/2024 20:28
22.56,6.6,9/17/2024 20:29
22.56,6.6,9/17/2024 20:30
22.56,6.6,9/17/2024 20:30
22.63,6.59,9/17/2024 20:31
22.56,6.61,9/17/2024 20:32
22.56,6.6,9/17/2024 20:33
22.56,6.61,9/17/2024 20:34
22.56,6.6,9/17/2024 20:35
22.56,6.6,9/17/2024 20:36
22.63,6.61,9/17/2024 20:37
22.56,6.6,9/17/2024 20:38
22.56,6.6,9/17/2024 20:38
22.5,6.6,9/17/2024 20:39
22.5,6.57,9/17/2024 20:40
22.5,6.59,9/17/2024 20:41
22.5,6.61,9/17/2024 20:42
22.56,6.57,9/17/2024 20:43
22.56,6.59,9/17/2024 20:44
22.5,6.59,9/17/2024 20:45
22.5,6.59,9/17/2024 20:46
22.5,6.6,9/17/2024 20:46
22.5,6.59,9/17/2024 20:47
22.5,6.59,9/17/2024 20:48
22.5,6.57,9/17/2024 20:49
22.44,6.61,9/17/2024 20:50
22.5,6.57,9/17/2024 20:51
22.44,6.59,9/17/2024 20:52
22.5,6.59,9/17/2024 20:53
22.5,6.6,9/17/2024 20:54
22.5,6.61,9/17/2024 20:54
22.44,6.59,9/17/2024 20:55
22.44,6.6,9/17/2024 20:56
22.38,6.59,9/17/2024 20:57
22.44,6.6,9/17/2024 20:58
22.44,6.6,9/17/2024 20:59
22.38,6.59,9/17/2024 21:00
22.44,6.61,9/17/2024 21:01
22.44,6.6,9/17/2024 21:02
22.44,6.57,9/17/2024 21:02
22.38,6.59,9/17/2024 21:03
22.38,6.6,9/17/2024 21:04
22.44,6.6,9/17/2024 21:05
22.38,6.6,9/17/2024 21:06
22.38,6.59,9/17/2024 21:07
22.31,6.6,9/17/2024 21:08
22.38,6.59,9/17/2024 21:09
22.38,6.56,9/17/2024 21:10
22.44,6.61,9/17/2024 21:11
22.38,6.61,9/17/2024 21:11
22.38,6.6,9/17/2024 21:12
22.38,6.57,9/17/2024 21:13
22.38,6.6,9/17/2024 21:14
22.38,6.57,9/17/2024 21:15
22.38,6.56,9/17/2024 21:16
22.38,6.6,9/17/2024 21:17
22.38,6.56,9/17/2024 21:18
22.38,6.56,9/17/2024 21:19
22.38,6.55,9/17/2024 21:20
22.38,6.56,9/17/2024 21:20
22.38,6.57,9/17/2024 21:21
22.31,6.6,9/17/2024 21:22
22.38,6.57,9/17/2024 21:23
22.31,6.59,9/17/2024 21:24
22.31,6.56,9/17/2024 21:25
22.31,6.57,9/17/2024 21:26
22.31,6.6,9/17/2024 21:27
22.31,6.56,9/17/2024 21:28
22.38,6.57,9/17/2024 21:28
22.38,6.59,9/17/2024 21:29
22.38,6.57,9/17/2024 21:30
22.31,6.59,9/17/2024 21:31
22.31,6.55,9/17/2024 21:32
22.31,6.57,9/17/2024 21:33
22.31,6.56,9/17/2024 21:34
22.31,6.59,9/17/2024 21:35
22.31,6.6,9/17/2024 21:36
22.31,6.57,9/17/2024 21:37
22.25,6.56,9/17/2024 21:38
22.25,6.59,9/17/2024 21:39
22.31,6.57,9/17/2024 21:39
22.25,6.57,9/17/2024 21:40
22.25,6.59,9/17/2024 21:41
22.25,6.57,9/17/2024 21:42
22.25,6.57,9/17/2024 21:43
22.25,6.59,9/17/2024 21:44
22.25,6.57,9/17/2024 21:45
22.31,6.57,9/17/2024 21:46
22.25,6.55,9/17/2024 21:47
22.25,6.6,9/17/2024 21:48
22.25,6.59,9/17/2024 21:48
22.25,6.59,9/17/2024 21:49
22.25,6.57,9/17/2024 21:50
22.19,6.57,9/17/2024 21:51
22.19,6.57,9/17/2024 21:52
22.25,6.57,9/17/2024 21:53
22.19,6.57,9/17/2024 21:54
22.25,6.56,9/17/2024 21:55
22.19,6.57,9/17/2024 21:56
22.25,6.57,9/17/2024 21:56
22.19,6.55,9/17/2024 21:57
22.19,6.57,9/17/2024 21:58
22.19,6.59,9/17/2024 21:59
22.19,6.57,9/17/2024 22:00
22.19,6.59,9/17/2024 22:01
22.19,6.61,9/17/2024 22:02
22.25,6.57,9/17/2024 22:03
22.19,6.57,9/17/2024 22:04
22.25,6.59,9/17/2024 22:05
22.19,6.56,9/17/2024 22:05
22.25,6.6,9/17/2024 22:06
22.19,6.57,9/17/2024 22:07
22.19,6.57,9/17/2024 22:08
22.19,6.59,9/17/2024 22:09
22.19,6.56,9/17/2024 22:10
22.19,6.54,9/17/2024 22:11
22.13,6.55,9/17/2024 22:12
22.19,6.57,9/17/2024 22:13
22.19,6.57,9/17/2024 22:13
22.19,6.59,9/17/2024 22:14
22.19,6.6,9/17/2024 22:15
22.19,6.57,9/17/2024 22:16
22.19,6.57,9/17/2024 22:17
22.19,6.6,9/17/2024 22:18
22.19,6.57,9/17/2024 22:19
22.19,6.54,9/17/2024 22:20
22.19,6.57,9/17/2024 22:21
22.19,6.57,9/17/2024 22:21
22.19,6.57,9/17/2024 22:22
22.19,6.6,9/17/2024 22:23
22.13,6.59,9/17/2024 22:24
22.19,6.6,9/17/2024 22:25
22.13,6.56,9/17/2024 22:26
22.19,6.57,9/17/2024 22:27
22.19,6.57,9/17/2024 22:28
22.13,6.59,9/17/2024 22:29
22.19,6.6,9/17/2024 22:30
22.13,6.56,9/17/2024 22:30
22.19,6.57,9/17/2024 22:31
22.13,6.57,9/17/2024 22:32
22.19,6.56,9/17/2024 22:33
22.13,6.56,9/17/2024 22:34
22.13,6.59,9/17/2024 22:35
22.19,6.57,9/17/2024 22:36
22.19,6.57,9/17/2024 22:37
22.13,6.59,9/17/2024 22:38
22.13,6.57,9/17/2024 22:38
22.19,6.57,9/17/2024 22:39
22.19,6.56,9/17/2024 22:40
22.13,6.59,9/17/2024 22:41
22.19,6.56,9/17/2024 22:42
22.13,6.6,9/17/2024 22:43
22.13,6.57,9/17/2024 22:44
22.13,6.57,9/17/2024 22:45
22.13,6.54,9/17/2024 22:46
22.13,6.57,9/17/2024 22:46
22.13,6.57,9/17/2024 22:47
22.13,6.56,9/17/2024 22:48
22.13,6.54,9/17/2024 22:49
22.19,6.57,9/17/2024 22:50
22.19,6.56,9/17/2024 22:51
22.19,6.59,9/17/2024 22:52
22.13,6.57,9/17/2024 22:53
22.13,6.57,9/17/2024 22:54
22.06,6.54,9/17/2024 22:55
22.13,6.57,9/17/2024 22:56
22.13,6.57,9/17/2024 22:56
22.19,6.57,9/17/2024 22:57
22.13,6.6,9/17/2024 22:58
22.13,6.59,9/17/2024 22:59
22.13,6.59,9/17/2024 23:00
22.13,6.59,9/17/2024 23:01
22.13,6.59,9/17/2024 23:02
22.13,6.57,9/17/2024 23:03
22.13,6.61,9/17/2024 23:04
22.13,6.57,9/17/2024 23:05
22.06,6.56,9/17/2024 23:05
22.13,6.56,9/17/2024 23:06
22.13,6.56,9/17/2024 23:07
22.13,6.56,9/17/2024 23:08
22.13,6.57,9/17/2024 23:09
22.13,6.59,9/17/2024 23:10
22.06,6.6,9/17/2024 23:11
22.13,6.56,9/17/2024 23:12
22.13,6.57,9/17/2024 23:13
22.06,6.54,9/17/2024 23:14
22.13,6.59,9/17/2024 23:15
22.06,6.56,9/17/2024 23:16
22.06,6.57,9/17/2024 23:16
22.06,6.56,9/17/2024 23:17
22.13,6.57,9/17/2024 23:18
22.13,6.56,9/17/2024 23:19
22.13,6.57,9/17/2024 23:20
22.13,6.56,9/17/2024 23:21
22.13,6.55,9/17/2024 23:22
22.06,6.57,9/17/2024 23:23
22.13,6.57,9/17/2024 23:24
22.13,6.6,9/17/2024 23:25
22.13,6.55,9/17/2024 23:25
22.13,6.57,9/17/2024 23:26
22.06,6.57,9/17/2024 23:27
22.06,6.59,9/17/2024 23:28
22.13,6.59,9/17/2024 23:29
22.13,6.56,9/17/2024 23:30
22.13,6.59,9/17/2024 23:31
22.06,6.56,9/17/2024 23:32
22.13,6.56,9/17/2024 23:33
22.06,6.56,9/17/2024 23:34
22.06,6.56,9/17/2024 23:34
22.06,6.59,9/17/2024 23:35
22.06,6.57,9/17/2024 23:36
22.06,6.55,9/17/2024 23:37
22.06,6.54,9/17/2024 23:38
22.13,6.57,9/17/2024 23:39
22.13,6.57,9/17/2024 23:40
22.13,6.56,9/17/2024 23:41
22.06,6.59,9/17/2024 23:42
22.06,6.59,9/17/2024 23:42
22.06,6.6,9/17/2024 23:43
22.06,6.56,9/17/2024 23:44
22.06,6.57,9/17/2024 23:45
22.06,6.56,9/17/2024 23:46
22.06,6.56,9/17/2024 23:47
22.06,6.57,9/17/2024 23:48
22.06,6.57,9/17/2024 23:49
22.06,6.56,9/17/2024 23:50
22.06,6.59,9/17/2024 23:51
22.06,6.59,9/17/2024 23:51
22.13,6.54,9/17/2024 23:52
22.13,6.59,9/17/2024 23:53
22.06,6.55,9/17/2024 23:54
22.06,6.57,9/17/2024 23:55
22.06,6.56,9/17/2024 23:56
22,6.56,9/17/2024 23:57
22.06,6.57,9/17/2024 23:58
22.13,6.56,9/17/2024 23:59
22.06,6.56,9/18/2024 0:01
22,6.57,9/18/2024 0:02
22.06,6.54,9/18/2024 0:03
22.06,6.59,9/18/2024 0:04
22.06,6.54,9/18/2024 0:04
22.06,6.57,9/18/2024 0:05
22.06,6.57,9/18/2024 0:06
22.06,6.57,9/18/2024 0:07
22.13,6.59,9/18/2024 0:08
22.06,6.57,9/18/2024 0:09
22.06,6.57,9/18/2024 0:10
22.06,6.57,9/18/2024 0:11
22,6.57,9/18/2024 0:12
22,6.6,9/18/2024 0:13
22.06,6.57,9/18/2024 0:13
22.06,6.57,9/18/2024 0:14
22.06,6.56,9/18/2024 0:15
22.06,6.54,9/18/2024 0:16
22.06,6.57,9/18/2024 0:17
22.06,6.57,9/18/2024 0:18
22.06,6.56,9/18/2024 0:19
22.06,6.57,9/18/2024 0:20
22.06,6.57,9/18/2024 0:21
22.06,6.56,9/18/2024 0:22
22.06,6.6,9/18/2024 0:23
22.06,6.57,9/18/2024 0:23
22.06,6.57,9/18/2024 0:24
22.06,6.56,9/18/2024 0:25
22.06,6.57,9/18/2024 0:26
22.06,6.57,9/18/2024 0:27
22.06,6.57,9/18/2024 0:28
22,6.54,9/18/2024 0:29
22.06,6.56,9/18/2024 0:30
22.06,6.51,9/18/2024 0:31
22.06,6.51,9/18/2024 0:32
22,6.52,9/18/2024 0:32
22,6.51,9/18/2024 0:33
22,6.57,9/18/2024 0:34
22,6.56,9/18/2024 0:35
22.06,6.57,9/18/2024 0:36
22.06,6.57,9/18/2024 0:37
22.06,6.57,9/18/2024 0:38
22,6.57,9/18/2024 0:39
22,6.57,9/18/2024 0:40
22.06,6.59,9/18/2024 0:41
22,6.54,9/18/2024 0:41
22.06,6.56,9/18/2024 0:42
22,6.56,9/18/2024 0:43
22,6.56,9/18/2024 0:44
22,6.57,9/18/2024 0:45
22,6.59,9/18/2024 0:46
22,6.56,9/18/2024 0:47
22,6.57,9/18/2024 0:48
22,6.54,9/18/2024 0:49
22,6.56,9/18/2024 0:50
22,6.57,9/18/2024 0:50
22,6.56,9/18/2024 0:51
22,6.57,9/18/2024 0:52
22,6.57,9/18/2024 0:53
22,6.57,9/18/2024 0:54
22,6.57,9/18/2024 0:55
22,6.6,9/18/2024 0:56
22,6.56,9/18/2024 0:57
22,6.55,9/18/2024 0:58
22,6.56,9/18/2024 0:59
22,6.59,9/18/2024 0:59
22,6.55,9/18/2024 1:00
22,6.56,9/18/2024 1:01
22,6.56,9/18/2024 1:02
21.94,6.57,9/18/2024 1:03
21.94,6.56,9/18/2024 1:04
22,6.57,9/18/2024 1:05
22,6.56,9/18/2024 1:06
22,6.56,9/18/2024 1:07
21.94,6.56,9/18/2024 1:08
21.94,6.57,9/18/2024 1:08
21.94,6.56,9/18/2024 1:09
21.94,6.55,9/18/2024 1:10
22,6.57,9/18/2024 1:11
21.94,6.57,9/18/2024 1:12
21.94,6.54,9/18/2024 1:13
21.94,6.57,9/18/2024 1:14
21.94,6.56,9/18/2024 1:15
21.94,6.54,9/18/2024 1:16
21.94,6.57,9/18/2024 1:16
21.94,6.54,9/18/2024 1:17
21.94,6.53,9/18/2024 1:18
21.94,6.56,9/18/2024 1:19
21.94,6.56,9/18/2024 1:20
21.94,6.56,9/18/2024 1:21
21.94,6.56,9/18/2024 1:22
21.94,6.56,9/18/2024 1:23
21.94,6.56,9/18/2024 1:24
21.94,6.56,9/18/2024 1:24
21.88,6.56,9/18/2024 1:25
21.94,6.54,9/18/2024 1:26
21.94,6.56,9/18/2024 1:27
21.88,6.57,9/18/2024 1:28
21.88,6.57,9/18/2024 1:29
21.88,6.54,9/18/2024 1:30
21.88,6.56,9/18/2024 1:31
21.88,6.56,9/18/2024 1:32
21.88,6.57,9/18/2024 1:33
21.88,6.54,9/18/2024 1:33
21.88,6.55,9/18/2024 1:34
21.88,6.56,9/18/2024 1:35
21.88,6.59,9/18/2024 1:36
21.94,6.56,9/18/2024 1:37
21.94,6.57,9/18/2024 1:38
21.94,6.56,9/18/2024 1:39
21.88,6.57,9/18/2024 1:40
21.94,6.56,9/18/2024 1:41
21.88,6.57,9/18/2024 1:42
21.88,6.56,9/18/2024 1:42
21.88,6.56,9/18/2024 1:43
21.94,6.54,9/18/2024 1:44
21.88,6.57,9/18/2024 1:45
21.88,6.59,9/18/2024 1:46
21.88,6.54,9/18/2024 1:47
21.88,6.52,9/18/2024 1:48
21.88,6.56,9/18/2024 1:49
21.88,6.56,9/18/2024 1:50
21.88,6.57,9/18/2024 1:51
21.81,6.54,9/18/2024 1:51
21.81,6.59,9/18/2024 1:52
21.88,6.54,9/18/2024 1:53
21.88,6.53,9/18/2024 1:54
21.88,6.57,9/18/2024 1:55
21.81,6.55,9/18/2024 1:56
21.81,6.56,9/18/2024 1:57
21.81,6.56,9/18/2024 1:58
21.81,6.53,9/18/2024 1:59
21.81,6.56,9/18/2024 1:59
21.81,6.56,9/18/2024 2:00
21.81,6.54,9/18/2024 2:01
21.88,6.56,9/18/2024 2:02
21.81,6.54,9/18/2024 2:03
21.81,6.56,9/18/2024 2:04
21.81,6.57,9/18/2024 2:05
21.81,6.56,9/18/2024 2:06
21.81,6.54,9/18/2024 2:07
21.81,6.57,9/18/2024 2:08
21.81,6.56,9/18/2024 2:09
21.81,6.57,9/18/2024 2:10
21.81,6.52,9/18/2024 2:10
21.81,6.56,9/18/2024 2:11
21.81,6.56,9/18/2024 2:12
21.81,6.56,9/18/2024 2:13
21.88,6.57,9/18/2024 2:14
21.81,6.55,9/18/2024 2:15
21.81,6.55,9/18/2024 2:16
21.81,6.56,9/18/2024 2:17
21.81,6.57,9/18/2024 2:18
21.81,6.54,9/18/2024 2:19
21.81,6.57,9/18/2024 2:19
21.81,6.54,9/18/2024 2:20
21.75,6.56,9/18/2024 2:21
21.81,6.54,9/18/2024 2:22
21.81,6.56,9/18/2024 2:23
21.81,6.56,9/18/2024 2:24
21.75,6.56,9/18/2024 2:25
21.75,6.54,9/18/2024 2:26
21.75,6.56,9/18/2024 2:27
21.81,6.56,9/18/2024 2:27
21.75,6.56,9/18/2024 2:28
21.75,6.56,9/18/2024 2:29
21.75,6.53,9/18/2024 2:30
21.81,6.53,9/18/2024 2:31
21.75,6.55,9/18/2024 2:32
21.81,6.57,9/18/2024 2:33
21.75,6.55,9/18/2024 2:34
21.75,6.54,9/18/2024 2:35
21.75,6.55,9/18/2024 2:35
21.75,6.54,9/18/2024 2:36
21.75,6.56,9/18/2024 2:37
21.75,6.53,9/18/2024 2:38
21.75,6.54,9/18/2024 2:39
21.75,6.56,9/18/2024 2:40
21.75,6.54,9/18/2024 2:41
21.75,6.57,9/18/2024 2:42
21.75,6.57,9/18/2024 2:43
21.75,6.55,9/18/2024 2:43
21.75,6.55,9/18/2024 2:44
21.75,6.54,9/18/2024 2:45
21.75,6.55,9/18/2024 2:46
21.69,6.56,9/18/2024 2:47
21.69,6.53,9/18/2024 2:48
21.69,6.56,9/18/2024 2:49
21.75,6.54,9/18/2024 2:50
21.75,6.53,9/18/2024 2:51
21.69,6.55,9/18/2024 2:51
21.75,6.55,9/18/2024 2:52
21.69,6.53,9/18/2024 2:53
21.69,6.57,9/18/2024 2:54
21.69,6.54,9/18/2024 2:55
21.69,6.54,9/18/2024 2:56
21.69,6.54,9/18/2024 2:57
21.75,6.55,9/18/2024 2:58
21.69,6.56,9/18/2024 2:59
21.69,6.57,9/18/2024 3:00
21.69,6.54,9/18/2024 3:00
21.69,6.53,9/18/2024 3:01
21.69,6.52,9/18/2024 3:02
21.69,6.53,9/18/2024 3:03
21.69,6.56,9/18/2024 3:04
21.63,6.57,9/18/2024 3:05
21.69,6.54,9/18/2024 3:06
21.63,6.54,9/18/2024 3:07
21.69,6.54,9/18/2024 3:08
21.63,6.54,9/18/2024 3:08
21.63,6.55,9/18/2024 3:09
21.63,6.53,9/18/2024 3:10
21.63,6.56,9/18/2024 3:11
21.69,6.54,9/18/2024 3:12
21.56,6.56,9/18/2024 3:13
21.56,6.57,9/18/2024 3:14
21.63,6.54,9/18/2024 3:15
21.56,6.54,9/18/2024 3:16
21.56,6.53,9/18/2024 3:17
21.56,6.54,9/18/2024 3:17
21.56,6.54,9/18/2024 3:18
21.56,6.52,9/18/2024 3:19
21.63,6.56,9/18/2024 3:20
21.56,6.56,9/18/2024 3:21
21.56,6.54,9/18/2024 3:22
21.63,6.54,9/18/2024 3:23
21.56,6.56,9/18/2024 3:24
21.56,6.56,9/18/2024 3:25
21.56,6.57,9/18/2024 3:26
21.63,6.53,9/18/2024 3:26
21.56,6.53,9/18/2024 3:27
21.56,6.54,9/18/2024 3:28
21.56,6.54,9/18/2024 3:29
21.56,6.54,9/18/2024 3:30
21.56,6.53,9/18/2024 3:31
21.63,6.54,9/18/2024 3:32
21.56,6.53,9/18/2024 3:33
21.56,6.54,9/18/2024 3:34
21.56,6.56,9/18/2024 3:35
21.56,6.59,9/18/2024 3:35
21.56,6.56,9/18/2024 3:36
21.56,6.54,9/18/2024 3:37
21.56,6.54,9/18/2024 3:38
21.56,6.53,9/18/2024 3:39
21.56,6.54,9/18/2024 3:40
21.5,6.54,9/18/2024 3:41
21.56,6.55,9/18/2024 3:42
21.56,6.54,9/18/2024 3:43
21.44,6.56,9/18/2024 3:43
21.5,6.54,9/18/2024 3:44
